"""@title"",""Français"""
"""#02074"", ""J'ai lu en ligne que c'était super sain et rendait la peau et les cheveux plus radieux !"""
"« L'aurez-vous un jour disponible ? »"
"""#02075"",""Avez-vous des piscines comme celle-ci ? Je veux dire, je ne veux pas paraître exigeant mais..."""
"« J'ai très facilement des coups de soleil, alors j'ai besoin de maillots de bain comme celui-ci ! »"
"""#02076"", ""Tout le monde a un flotteur ou une chambre à air, semble-t-il."""
", ""J'en voudrais un aussi... Celui-ci serait le meilleur !"""
"""#02077"", ""C'est le genre d'endroit que j'aimerais dans un parc aquatique!"""
"""#02078"",""Sont-ils servis dans votre parc ?"""
"""#02079"", ""J'aime quand vous avez des options d'aliments sains. Comme ça!"""
"""#02080"", ""Bonjour ! Avez-vous une piscine comme celle-ci, peut-être ? Parce que c'est ma préférée !"""
"« Si vous n'en avez pas, y arriverez-vous un jour ? »"
"""#02082"", ""Il y avait un article dans un magazine que j'ai lu, sur un genre de piscine vraiment incroyable."""
"« J'ai très facilement des coups de soleil, alors j'ai besoin de maillots de bain comme celui-ci ! »"
"""#02083"", ""Il y avait un article dans un magazine que j'ai lu, sur un genre de piscine vraiment incroyable."""
"« J'apprécierais vraiment si vous réussissiez ! »"
"""#02084"",""Bonjour ! Pouvez-vous l'obtenir pour votre parc ?"""
"""#02085"",""Une piscine comme celle-ci deviendrait virale en ligne !"""
"""#02086"",""Salut ! Vous savez, si vous aviez une piscine comme celle-ci, ce serait super populaire !"""
"""#02087"",""Salut ! Quand j'ai soif après l'exercice, je le fais toujours. L'avez-vous à disposition ?"""
"""#02088"",""Merci beaucoup ! En retour, prends ça !"""
"""#02089"", ""Merci de m'avoir procuré ce que je voulais ! Mais maintenant, j'ai une autre demande. Peux-tu faire une piscine comme celle-ci ?"""
"""#02090"",""Merci d'avoir écouté ma demande !"""
"""En fait, j'en ai un autre. C'est à propos de la nourriture que je veux..."""
"""#02091"", ""Merci, j'apprécie vraiment que vous ayez écouté ma demande plus tôt!"""
"« Puis-je demander une autre chose ? Je pense que ce serait formidable d'avoir dans votre parc ! »"
"""#02092"", ""Je suis un peu pointilleux sur les installations de salon... Voici ce que j'aime!"""
"""#02093"",""=#01846"""
"""#02094"",""Bonne journée ! Votre parc comporte-t-il des piscines de ce type ?"""
"« Je sais que j'en demande beaucoup... Désolé ! »"
"""#02095"",""=#02059"""
"""#02096"",""Super, un visiteur va publier environ <0> en ligne !"""
"« Peut-être que vous pouvez voir à ce sujet ? »"
"""#02097"",""Bonjour, j'ai une question sur le menu des plats."""
"""Oh, au fait, je t'ai envoyé un message. L'as-tu déjà lu ?"""
"""#02098"", ""Je n'ai pas de jolis flotteurs ou chambres à air, et ça me déprime vraiment..."""
"« Pourriez-vous m'en procurer un comme celui-ci ? »"
"""#02099"", ""La natation me donne toujours envie de ça!"""
"« Peut-être que vous pouvez voir à ce sujet ? »"
"""#02100"",""Je euh... J'aime manger des concombres après la baignade."""
"« Mais je suppose que ce serait bizarre pour vous de vendre des concombres dans un parc aquatique, alors à la place, j'aimerais ça s'il vous plaît ! »"
"""#02101"",""La natation me donne toujours envie de ça !"""
"« L'aurez-vous un jour disponible ? »"
"""#02102"",""Salut ! Si j'avais des maillots de bain comme celui-ci, je viendrais plus souvent dans ton parc... Je dis juste !"""
"""#02103"",""Pourquoi mes publications ne sont-elles pas tendance ?"""
"« Peut-être que si je postais des photos d'un parc aquatique populaire, j'aurais plus d'adeptes ? »"
"""#02104"", ""Je prends très facilement des coups de soleil, alors j'ai besoin de maillots de bain comme celui-ci!"""
"""#02105"",""C'est le genre d'endroit que j'aimerais dans un parc aquatique !"""
"« L'aurez-vous un jour disponible ? »"
"""#02106"",""Pourquoi ne construisez-vous pas une installation comme celle-ci ? Cela semble être le choix évident pour un parc aquatique !"""
"« L'aurez-vous un jour disponible ? »"
"""#02107"", ""Je n'ai pas de bons maillots de bain... Pourrais-tu m'offrir quelque chose comme ça ?"""
"""#02108"", ""Les installations de salon sont également importantes. Ce serait vraiment bien, par exemple!"""
"""#02109"",""Je veux vivre le frisson de dévaler un toboggan comme celui-ci !"""
"« Peut-être que vous pouvez voir à ce sujet ? »"
"""#02110"",""Ahem... Pouvez-vous envisager de faire une piscine comme celle-ci ?"""
"« L'aurez-vous un jour disponible ? »"
"""#02111"", ""Je me fatigue vite quand je nage... Mais si j'avais ça, ça me faciliterait la tâche."""
"""#02112"", ""Bonjour. Peux-tu m'offrir quelque chose de stylé à porter dans ton parc ? Comme ça ?"""
"""#02113"",""Une piscine comme celle-ci serait géniale."""
"« L'aurez-vous un jour disponible ? »"
"""#02114"", ""Je pense que ce serait vraiment mignon!"""
"« Peut-être que vous pouvez voir à ce sujet ? »"
"""#02115"", ""Bonjour! Ce serait vraiment pratique d'avoir dans un parc aquatique, à mon avis!"""
"""#02116"", ""Je dois trouver quelque chose pour écrire mon prochain article sur..."""
"« Peut-être que je pourrais parler d'un parc aquatique populaire ? Qu'en pensez-vous ? »"
"""#02117"",""Salut ! Pouvez-vous m'offrir un maillot de bain comme celui-ci, jolie s'il vous plaît ?"""
"""#02118"",""Voici à quoi ressemble la piscine de mes rêves !"""
"« L'aurez-vous un jour disponible ? »"
"""#02119"",""Salut, pouvez-vous m'aider avec quelque chose s'il vous plaît?"""
"""Ce n'est pas grave, mais c'est quelque chose de très important pour moi."""
"""#02120"",""Bonjour. J'ai conçu un maillot de bain dos nu noir, et je sais qu'il est en production mais je ne peux l'obtenir nulle part!"""
"« Si vous le trouvez, pouvez-vous m'en procurer un ? »"
"""#02121"", ""Est-ce qu'ils sont servis dans votre parc?"""
"« Peut-être que vous pouvez voir à ce sujet ? »"
"""#02122"",""J'aimerais me détendre dans un endroit comme celui-ci !"""
"""#02123"", ""Il y avait un article dans un magazine que j'ai lu, sur un genre de piscine vraiment incroyable."""
"« Si seulement vous en aviez un comme ça aussi ! »"
"""#02125"", ""Il y avait un article dans un magazine que j'ai lu, sur un genre de piscine vraiment incroyable."""
"""#02126"", ""Une piscine comme celle-ci serait géniale."""
"« J'espère le voir dans votre parc la prochaine fois que je viendrai ! »"
"""#02127"", ""Ce client veut une température de l'eau d'au moins <0>."""
"""#02128"",""Bonne journée ! Que pensez-vous de l'ajouter à votre parc aquatique ?"""
"« J'espère le voir dans votre parc la prochaine fois que je viendrai ! »"
"""#02129"", ""C'est le genre de piscine dans laquelle je pourrais vraiment entrer!"""
"""#02130"", ""La natation serait plus amusante avec l'un d'entre eux. Puis-je en avoir un?"""
"""#02131"",""Je pourrais passer une journée entière dans un parc aquatique avec ça."""
"« J'espère le voir dans votre parc la prochaine fois que je viendrai ! »"
"""#02132"", ""C'est mon maillot de bain préféré. Je ne dirais pas non si tu voulais me l'offrir, hehe!"""
"""#02133"",""Sont-ils servis dans votre parc ?"""
"« L'aurez-vous un jour disponible ? »"
"""#02134"",""Brrr... j'ai froid... Si seulement je pouvais me réchauffer dans une piscine chauffée..."""
"""#02135"", ""J'aime les jolies diapositives... En avez-vous ?"""
"« Peut-être que vous pouvez voir à ce sujet ? »"
"""#02136"",""J'ai toujours voulu essayer un toboggan comme celui-ci !"""
"« Peut-être que vous pouvez voir à ce sujet ? »"
"""#02137"", ""Si j'avais mon mot à dire, je ferais une piscine comme celle-ci."""
"""#02138"",""Je veux porter ça !"""
"« Peut-être que vous pouvez voir à ce sujet ? »"
"""#02139"", ""Pouvez-vous me montrer une piscine populaire qui fait parler d'elle sur Internet?"""
"""#02140"", ""Ce serait amusant si tu avais ça dans ton parc."""
"« L'aurez-vous un jour disponible ? »"
"""#02141"",""Ceci est l'icône Campagnes <pic=pic_icon_businessAction0>."""
"""#02142"",""Carreaux Blancs"""
"""#02143"",""Pour un look épuré et standard."""
"""#02144"",""Carreaux à motifs aqua"""
"""#02145"",""Avec un subtil motif bleu."""
"""#02146"",""Tuiles Colorées"""
"""#02147"",""Vif et branché."""
"""#02148"",""Sol en marbre"""
"""#02149"",""Marbre blanc bien poli."""
"""#02150"",""Herbe artificielle"""
"""#02151"",""Plus vert que l'herbe réelle."""
"""#02152"",""Sol de grès"""
"""#02153"",""On dirait le fond de l'océan."""
"""#02154"",""Carreaux fantaisie"""
"""#02155"",""Comme dans un hôtel haut de gamme."""
"""#02156"",""Herbe Naturelle"""
"""#02157"", ""Chatouille tes pieds."""
"""#02158"",""Grès artificiel"""
"""#02159"",""On a l'impression de marcher sur une plage chaude."""
"""#02160"",""La terrasse en bois"""
"""#02161"",""Plancher en bois antidérapant."""
"""#02162"",""Brique"""
"""#02163"",""Briques rouges bien alignées."""
"""#02164"",""Pierre"""
"""#02165"",""Les dalles de pierre ajoutent un aspect naturel."""
"""#02166"",""Béton Vert"""
"""#02167"",""Facile à garder propre."""
"""#02168"",""Tubes flottants"""
"""#02169"", ""Ajustement parfait ! & Ça a l'air bien ! & Oui !"""
"""#02170"", ""Vend toutes sortes de flotteurs et de tubes."""
"""#02171"",""Maillots de bain chics"""
"""#02172"",""Fontaine d'eau"""
"""#02173"",""*gulp gulp*&Ah, rafraîchissant !&SPLASH !"""
"""#02174"", ""Peut te laver les mains ici aussi."""
"""#02175"",""Douches"""
"""#02176"",""*splash splash*&Squeaky clean&Aaah!"""
"""#02177"",""Prenez une douche chaude après une baignade."""
"""#02178"",""Toilettes"""
"""#02179"",""Je me sens mieux&Ouf !&J'ai réussi..."""
"""#02180"",""Propre et bien rangé."""
"""#02182"",""Tuiles Standard"""
"""#02183"",""Souvent utilisé dans les piscines scolaires."""
"""#02184"",""Tuiles Roses"""
"""#02185"",""=#00550"""
"""#02186"",""Tuiles simples dans une jolie couleur."""
"""#02187"",""Tuiles Jaunes"""
"""#02188"",""=#01449"""
"""#02189"",""Tuiles simples dans une couleur gaie."""
"""#02190"",""Tuiles Bleues"""
"""#02191"",""=#00552"""
"""#02192"", ""Tuiles simples dans une couleur apaisante."""
"""#02193"",""Carreaux en bois"""
"""#02194"",""Bois"""
"""#02195"",""Élégant et haut de gamme."""
"""#02196"",""Carreaux en pierre"""
"""#02197"",""=#02164"""
"""#02198"",""Comme dans un spa thermal."""
"""#02199"",""Tuiles de sable"""
"""#02200"",""Sable"""
"""#02201"",""Comme marcher sur une plage."""
"""#02202"",""Tuiles simples"""
"""#02203"",""Simple"""
"""#02204"",""Sûr de plaire aux minimalistes."""
"""#02205"",""Tuiles de granit"""
"""#02206"",""Granit"""
"""#02207"",""Poli"""
"""#02208"",""Le meilleur granit d'origine locale."""
"""#02209"",""Tuiles gaies"""
"""#02210"",""Joyeux"""
"""#02211"",""Amusant"""
"""#02212"", ""Animer le bord de la piscine."""
"""#02213"",""Excellentes tuiles"""
"""#02214"",""Excellent"""
"""#02215"",""Ils ont l'air très classe."""
"""#02216"",""=#02146"""
"""#02217"",""Coloré"""
"""#02218"",""Faites de la piscine un terrain de jeu."""
"""#02219"",""Tuiles Kairo"""
"""#02220"",""=#00582"""
"""#02221"",""Il regarde"""
"""#02222"",""Kairobot vous surveille."""
"""#02223"",""Chaise Longue"""
"""#02224"",""Repos&Cosy&Relaxing"""
"""#02225"",""Une chaise longue commune."""
"""#02226"",""Chaise de plage"""
"""#02227"",""Agréable&Fun&Classique"""
"""#02228"",""Jolie chaise à rayures."""
"""#02229"",""Chaise en bois marron"""
"""#02230"",""Calmant&Bois !&Agréable au toucher"""
"""#02231"",""Sculpté dans du bois."""
"""#02232"",""=#02231"""
"""#02233"",""Chaise en bois blanc"""
"""#02234"",""Chaise confortable blanche"""
"""#02235"",""Bon pour une sieste & Tellement confortable & C'est tout"""
"""#02236"",""Peut même y dormir confortablement."""
"""#02237"",""=#02236"""
"""#02238"",""Chaise Verte Confortable"""
"""#02239"",""Chaise confortable bleue"""
"""#02240"",""Parasol rouge"""
"""#02241"",""Délicieux&Temps de détente&Parasol Jaune"""
"""#02242"",""Un must pour une piscine extérieure."""
"""#02243"",""Parasol jaune"""
"""#02244"",""Parasol bleu"""
"""#02245"",""Chaise en rotin noir"""
"""#02246"",""Rustique&Calmant&Couleur"""
"""#02247"",""Chaise élégante et folklorique."""
"""#02248"",""Chaise en rotin marron"""
"""#02249"",""Chaise rotin gris"""
"""#02250"",""Canapé en vinyle bleu"""
"""#02251"",""Spacieux&Cosy&Snug"""
"""#02252"",""Étanche."""
"""#02253"",""Canapé en vinyle rouge"""
"""#02254"",""Canapé en vinyle vert"""
"""#02255"",""Canapé rond marron"""
"""#02256"",""Grand canapé pour s'allonger."""
"""#02257"",""Canapé rond noir"""
"""#02258"",""Canapé rond vert"""
"""#02259"",""Table 4 Places"""
"""#02260"", ""Lively&Teehee hee&Wahoo!"""
"""#02261"", ""Asseyez-vous avec des amis."""
"""#02262"",""Lit Cabane"""
"""#02263"",""L'heure du sommeil&Agréable&Parfait pour les siestes"""
"""#02264"",""Vous fait vous sentir choyé."""
"""#02265"",""Distributeur automatique"""
"""#02266"",""Des trucs savoureux&Bonne sélection&Je vais avoir celui-là"""
"""#02267"", ""Peut aussi gagner une boisson gratuite."""
"""#02268"",""Magasin de cônes de neige"""
"""#02269"",""Rafraîchir&Délicieux&Tapez sur place"""
"""#02270"",""Est-ce une machine à neige à usage domestique ?"""
"""#02271"",""Van de glaces"""
"""#02272"", ""Oui !&Délicieux !&Doux !"""
"""#02273"", ""Aimé par les enfants et les adultes."""
"""#02274"",""Crêperie"""
"""#02275"",""Agence d'une célèbre chaîne de crêperies."""
"""#02276"",""Bar à jus"""
"""#02277"", ""Tu feras du jus de tout ce que tu veux."""
"""#02278"",""Snack-bar"""
"""#02279"",""Un endroit élégant pour déjeuner."""
"""#02280"",""Étal de pop-corn"""
"""#02281"", ""Pop! Pop! Obtenez-le pendant qu'il est chaud!"""
"""#02282"",""Boutique de beignets"""
"""#02283"",""Faites-vous plaisir."""
"""#02284"",""Pâtisserie"""
"""#02285"",""Leur chantilly est fantastique."""
"""#02286"",""Bar à salades"""
"""#02287"",""L'option saine."""
"""#02288"",""Restaurant de curry"""
