"@title", "Français"
"# 02086", "Salut! Vous savez, si vous aviez une piscine comme celle-ci, ce serait super populaire!"
"# 02087", "Salut! Quand j'ai soif après l'exercice, je fais toujours ça. L'avez-vous disponible?"
"# 02088", "Merci beaucoup! En retour, prenez ça!"
"# 02089", "Merci de m'avoir apporté ce que je voulais! Mais maintenant, j'ai une autre demande. Peux-tu faire une piscine comme celle-ci?"
"# 02090", "Merci d'avoir écouté ma demande!"
, "J'en ai un autre, en fait. Il s'agit de nourriture que je veux ..."
"# 02091", "Merci, j'apprécie vraiment que vous écoutiez ma demande plus tôt!"
, "Puis-je demander une dernière chose? Je pense que ce serait génial d'avoir dans votre parc!"
"# 02092", "Je suis un peu pointilleux sur les installations du salon ... Voici ce que j'aime!"
"# 02093", "= # 01846"
"# 02094", "Bonne journée! Votre parc comporte-t-il des piscines de ce type?"
, "Je sais que je demande beaucoup ... Désolé!"
"# 02095", "= # 02059"
"# 02096", "Génial, un visiteur va publier sur <0> en ligne!"
, "Peut-être que vous pouvez voir à ce sujet?"
"# 02097", "Bonjour, j'ai une question sur le menu des plats."
, "Oh, au fait, je vous ai envoyé un message. L'avez-vous déjà lu?"
"# 02098", "Je n'ai pas de jolis flotteurs ni de chambres à air, et ça me fait vraiment tomber ..."
, "Pourriez-vous m'en procurer un comme ça?"
"# 02099", "La natation me donne toujours envie de ça!"
, "Peut-être que vous pouvez voir à ce sujet?"
"# 02100", "Je euh ... J'aime manger des concombres après la baignade."
, "Mais je suppose que ce serait bizarre pour vous de vendre des concombres dans un parc aquatique alors à la place, j'aimerais ça s'il vous plaît!"
"# 02101", "La natation me donne toujours envie de ça!"
, "L'aurez-vous jamais disponible?"
"# 02102", "Salut! Si j'avais un maillot de bain comme celui-ci, je viendrais plus souvent dans ton parc ... Juste en disant!"
"# 02103", "Pourquoi mes messages ne sont-ils pas à la mode?"
, "Peut-être que si je publiais des photos d'un parc aquatique populaire, j'aurais plus d'abonnés?"
"# 02104", "Je suis très facilement brûlé par le soleil, donc j'ai besoin d'un maillot de bain comme celui-ci!"
"# 02105", "C'est le genre d'endroit que j'aimerais dans un parc aquatique!"
, "L'aurez-vous jamais disponible?"
"# 02106", "Pourquoi ne construisez-vous pas une installation comme celle-ci? Cela semble être le choix évident pour un parc aquatique!"
, "L'aurez-vous jamais disponible?"
"# 02107", "Je n'ai pas de bon maillot de bain ... Pouvez-vous m'offrir quelque chose comme ça?"
"# 02108", "Les installations du salon sont également importantes. Ce serait vraiment bien, par exemple!"
"# 02109", "Je veux vivre le frisson de glisser une diapositive comme celle-ci!"
, "Peut-être que vous pouvez voir à ce sujet?"
"# 02110", "Ahem ... Peux-tu envisager de créer une piscine comme celle-ci?"
, "L'aurez-vous jamais disponible?"
"# 02111", "Je me fatigue vite en nageant ... Mais si j'avais ça, ça me faciliterait la tâche."
"# 02112", "Bonjour. Pouvez-vous m'offrir quelque chose de stylé à porter dans votre parc? Comme ça?"
"# 02113", "Une piscine comme celle-ci serait géniale."
, "L'aurez-vous jamais disponible?"
"# 02114", "Je pense que ce serait vraiment mignon!"
, "Peut-être que vous pouvez voir à ce sujet?"
"# 02115", "Bonjour! Ce serait vraiment pratique d'avoir dans un parc aquatique, à mon avis!"
"# 02116", "J'ai besoin de trouver quelque chose pour écrire mon prochain article sur ..."
, "Peut-être que je pourrais parler d'un parc aquatique populaire? Que pensez-vous?"
"# 02117", "Salut! Pouvez-vous m'offrir un maillot de bain comme celui-ci, s'il vous plait?"
"# 02118", "Voici à quoi ressemble ma piscine de rêve!"
, "L'aurez-vous jamais disponible?"
"# 02119", "Salut, pouvez-vous m'aider avec quelque chose s'il vous plaît?"
, "Ce n'est pas un gros problème, mais c'est quelque chose de très important pour moi."
"# 02120", "Bonjour. J'ai conçu un maillot de bain dos nu noir, et je sais qu'il est en production mais je ne peux l'obtenir nulle part!"
, "Si vous le trouvez, pouvez-vous m'en procurer un s'il vous plaît?"
"# 02121", "Sont-ils servis dans votre parc?"
, "Peut-être que vous pouvez voir à ce sujet?"
"# 02122", "J'aimerais me détendre dans un endroit comme celui-ci!"
"# 02123", "Il y avait un article dans un magazine que j'ai lu, sur une sorte de piscine vraiment incroyable."
, "Si seulement vous en aviez un comme ça aussi!"
"# 02125", "Il y avait un article dans un magazine que j'ai lu, sur une sorte de piscine vraiment incroyable."
"# 02126", "Une piscine comme celle-ci serait géniale."
, "J'espère le voir dans votre parc la prochaine fois que je viendrai!"
"# 02127", "Ce client souhaite que la température de l'eau ne soit pas inférieure à <0>."
"# 02128", "Bonne journée! Que pensez-vous d'ajouter ceci à votre parc aquatique?"
, "J'espère le voir dans votre parc la prochaine fois que je viendrai!"
"# 02129", "C'est le genre de piscine dans laquelle je pourrais vraiment entrer!"
"# 02130", "Nager serait plus amusant avec l'un d'entre eux. Puis-je en avoir un?"
"# 02131", "Je pourrais passer une journée entière dans un parc aquatique avec ça."
, "J'espère le voir dans votre parc la prochaine fois que je viendrai!"
"# 02132", "C'est mon maillot de bain préféré. Je ne dirais pas non si tu voulais me le donner, hehe!"
"# 02133", "Sont-ils servis dans votre parc?"
, "L'aurez-vous jamais disponible?"
"# 02134", "Brrr ... J'ai froid ... Si je pouvais seulement me réchauffer dans une piscine chauffée ..."
"# 02135", "J'aime les jolies diapositives ... Vous en avez?"
, "Peut-être que vous pouvez voir à ce sujet?"
"# 02136", "J'ai toujours voulu essayer une diapositive comme celle-ci!"
, "Peut-être que vous pouvez voir un comme ça? "
"# 02137", "Si j'avais un mot à dire là-dessus, je ferais une piscine comme celle-ci."
"# 02138", "Je veux porter ça!"
, "Peut-être que vous pouvez voir à ce sujet?"
"# 02139", "Pouvez-vous me montrer une piscine populaire dont on parle sur Internet?"
"# 02140", "Ce serait amusant si vous aviez ça dans votre parc."
, "L'aurez-vous jamais disponible?"
"# 02141", "Voici l'icône Campagnes <pic = pic_icon_businessAction0>."
"# 02142", "Carreaux blancs"
"# 02143", "Pour un look propre et standard."
"# 02144", "Carreaux à motifs aqua"
"# 02145", "Avec un motif bleu subtil."
"# 02146", "Tuiles colorées"
"# 02147", "Vif et branché."
"# 02148", "Sol en marbre"
"# 02149", "Marbre blanc bien poli."
"# 02150", "Gazon artificiel"
"# 02151", "Plus vert que l'herbe réelle."
"# 02152", "Sol en grès"
"# 02153", "On dirait le fond de l'océan."
"# 02154", "Tuiles fantaisie"
"# 02155", "Comme dans un hôtel haut de gamme."
"# 02156", "Herbe naturelle"
"# 02157", "Te chatouille les pieds."
"# 02158", "Grès artificiel"
"# 02159", "On a l'impression de marcher sur une plage chaude."
"# 02160", "Terrasse en bois"
"# 02161", "Plancher en bois antidérapant."
"# 02162", "Brique"
"# 02163", "Briques rouges parfaitement alignées."
"# 02164", "Pierre"
"# 02165", "Les dalles de pierre ajoutent un aspect naturel."
"# 02166", "Béton vert"
"# 02167", "Facile à nettoyer."
"# 02168", "Tubes flottants"
"# 02169", "Coupe parfaite! & Ça a l'air bien! & Yay!"
"# 02170", "Vend toutes sortes de flotteurs et de tubes."
"# 02171", "Maillots de bain Snazzy"
"# 02172", "Fontaine d'eau"
"# 02173", "* avale une gorgée * & Ah, rafraîchissant! & SPLASH!"
"# 02174", "Je peux te laver les mains ici aussi."
"# 02175", "Douches"
"# 02176", "* splash splash * & Squeaky clean & Aaah!"
"# 02177", "Prendre une douche chaude après une baignade."
"# 02178", "Toilettes"
"# 02179", "Je me sens mieux & Ouf! Et je l'ai fait ..."
"# 02180", "Propre et bien rangé."
"# 02182", "Tuiles standard"
"# 02183", "Souvent utilisé dans les piscines scolaires."
"# 02184", "Carreaux roses"
"# 02185", "= # 00550"
"# 02186", "Tuiles simples dans une jolie couleur."
"# 02187", "Carreaux jaunes"
"# 02188", "= # 01449"
"# 02189", "Carreaux simples dans une couleur joyeuse."
"# 02190", "Carreaux bleus"
"# 02191", "= # 00552"
"# 02192", "Des carreaux simples dans une couleur apaisante."
"# 02193", "Tuiles en bois"
"# 02194", "Bois"
"# 02195", "Élégant et haut de gamme."
"# 02196", "Carreaux de pierre"
"# 02197", "= # 02164"
"# 02198", "Comme dans un spa thermal."
"# 02199", "Tuiles de sable"
"# 02200", "Sable"
"# 02201", "Comme marcher sur une plage."
"# 02202", "Tuiles simples"
"# 02203", "Simple"
"# 02204", "Sûr pour plaire aux minimalistes."
"# 02205", "Tuiles de granit"
"# 02206", "Granit"
"# 02207", "Poli"
"# 02208", "Le meilleur granit d'origine locale."
"# 02209", "Carreaux joyeux"
"# 02210", "Joyeux"
"# 02211", "Fun"
"# 02212", "Animez la piscine."
"# 02213", "Excellentes tuiles"
"# 02214", "Excellent"
"# 02215", "Ils ont l'air très haut de gamme."
"# 02216", "= # 02146"
"# 02217", "Coloré"
"# 02218", "Faites de la piscine une aire de jeux."
"# 02219", "Tuiles Kairo"
"# 02220", "= # 00582"
"# 02221", "Il regarde"
"# 02222", "Kairobot vous regarde."
"# 02223", "Chaise longue"
"# 02224", "Reposant, confortable et relaxant"
"# 02225", "Une chaise longue commune."
«# 02226», «Chaise de plage»
"# 02227", "Nice & Fun & Classic"
"# 02228", "Jolie chaise rayée."
"# 02229", "Chaise en bois marron"
"# 02230", "Apaisant et en bois! Et agréable au toucher"
"# 02231", "Sculpté dans du bois."
"# 02232", "= # 02231"
«# 02233», «Chaise en bois blanc»
«# 02234», «Chaise blanche confortable»
"# 02235", "Idéal pour une sieste et tellement confortable et c'est tout"
"# 02236", "Peut même y dormir confortablement."
"# 02237", "= # 02236"
"# 02238", "Chaise verte confortable"
"# 02239", "Chaise bleue confortable"
"# 02240", "Parasol rouge"
"# 02241", "Délicieux et temps pour se détendre et parasol jaune"
"# 02242", "Un must pour une piscine extérieure."
"# 02243", "Parasol jaune"
"# 02244", "Blue Parasol"
«# 02245», «Chaise en rotin noir»
"# 02246", "Rustique & Apaisant & Confortable"
"# 02247", "Chaise élégante et folklorique."
"# 02248", "Chaise en rotin marron"
"# 02249", "Chaise en rotin gris"
«# 02250», «Canapé en vinyle bleu»
"# 02251", "Spacieux, confortable et confortable"
"# 02252", "Imperméable".
«# 02253», «Canapé en vinyle rouge»
«# 02254», «Canapé en vinyle vert»
"# 02255", "Canapé rond marron"
"# 02256", "Grand canapé pour se détendre."
«# 02257», «Canapé rond noir»
"# 02258", "Canapé rond vert"
"# 02259", "Table 4 places"
"# 02260", "Lively & Teehee hee & Wahoo!"
"# 02261", "Asseyez-vous avec des amis."
"# 02262", "Lit Cabana"
"# 02263", "Sleepy time & Lovely & Parfait pour les siestes"
"# 02264", "Vous fait vous sentir choyé."
"# 02265", "Distributeur automatique"
"# 02266", "Des trucs savoureux et une bonne sélection et j'en aurai un"
"# 02267", "Peut aussi gagner une boisson gratuite."
"# 02268", "Snow Cone Shop"
"# 02269", "Cooled off & Yummy & Hit the spot"
"# 02270", "Est-ce un fabricant de cornets à neige à usage domestique?"
"# 02271", "Glacier Van"
"# 02272", "Yay! & Delish! & Sweet!"
"# 02273", "Aimé par les enfants et les adultes."
"# 02274", "Crêperie"
"# 02275", "Branche d'une célèbre chaîne de crêperies."
"# 02276", "Bar à jus"
"# 02277", "Fera du jus comme vous voudrez."
"# 02278", "Snack-bar"
"# 02279", "Un endroit élégant pour le déjeuner."
"# 02280", "Étal de maïs soufflé"
"# 02281", "Pop! Pop! Obtenez-le pendant qu'il fait chaud!"
"# 02282", "Donut Shop"
"# 02283", "Faites-vous plaisir."
"# 02284", "Pâtisserie"
"# 02285", "Leur chantilly est fantastique."
"# 02286", "Bar à salades"
"# 02287", "L'option saine."
"# 02288", "Restaurant au curry"
"# 02289", "Vous séduit avec des épices parfumées."
"# 02290", "Boulangerie"
"# 02291", "Pétrir la pâte à partir de 4h du matin."
"# 02292", "Taqueria"
"# 02293", "Obtenez votre solution de taco ici."
"#02294", "Burger Joint"
"# 02295", "Prenez une bouchée rapide."
"# 02296", "Corn Dog Shop"
"# 02297", "Remplir des collations."
"# 02298", "Dim Sum Stall"
"# 02299", "Délicieux plats chinois."
«# 02300», «Restaurant barbecue»
"# 02301", "Socialisez au barbecue."
"# 02302", "Pizzeria"
"# 02303", "Ils font aussi la livraison."
"# 02304", "Magasin de boules de riz"
"# 02305", "Des collations asiatiques à emporter."
«# 02306», «Étal de beignets de poulpe»
"# 02307", "Beignets addictifs."
«# 02308», «Étal de nouilles frites»
"# 02309", "Ça sent bon! & Miam! & Oh ouais!"
"# 02310", "Le propriétaire est grand sur la mayonnaise."
"# 02311", "Shish Kebab Stall"
"# 02312", "Poulet succulent en brochettes."
«# 02313», «Étal de nouilles»
"# 02314", "Pas de sièges, mangez au comptoir."
«# 02315», «Étal de hot pot»
"# 02316", "Repas chauds et réconfortants."
"# 02317", "Ramen Stall"
"# 02318", "Tout comme dans l'anime."
"# 02319", "Restaurant de sushis"
"# 02320", "Bien! & Miam! & Ça y est!"
"# 02321", "Manger du poisson pour nager comme un poisson?"
"# 02322", "= # 01556"
"# 02323", "Jetted"
"# 02324", "Nagez sur place à contre-courant."
«# 02325», «Spa»
"# 02326", "Bain à remous!"
"# 02327", "Profitez d'un massage au jet d'eau."
"# 02328", "Mini diapositive"
"# 02329", "Woohoo! & J'ai adoré! & Encore, encore!"
"# 02330", "Recommandé pour les enfants."
"# 02331", "Castle Slide"
"# 02332", "Château"
"# 02333", "factice et mannequin et médiéval"
"# 02334", "Une diapositive royalement bonne."
"# 02335", "Coral Slide"
"# 02336", "Corail"
"# 02337", "factice et factice et fantastique"
"# 02338", "Sentez-vous comme un poisson tropical."
"# 02339", "Glace sur glace"
"# 02340", "= # 00975"
"# 02341", "mannequin et mannequin et encore une fois"
"# 02342", "Cela vous fait froid en le regardant."
"# 02343", "Diapositive à 3 voies"
"# 02344", "Difficile d'en avoir assez."
"# 02345", "Igloo"
"# 02346", "Agréable & C'est cool & Frosty!"
"# 02347", "Pas aussi froid à l'intérieur que vous le pensez."
"# 02348", "Sauna"
"# 02349", "Chaud! Et je transpire et je me sens bien"
"# 02350", "Sauna sec."
"# 02351", "Douche fleurie"
"# 02352", "Fleuri"
"# 02353", "Fleurit et jolie et se sent bien et rajeunissant"
"# 02354", "Sentez-vous comme une fleur arrosée."
"# 02355", "Mini douche"
"# 02356", "Nice & Relaxing & Neat"
"# 02357", "Petit mais puissant."
"# 02358", "Merlion"
"# 02359", "Lion!"
"# 02360", "Roar! & Exotic & Funky"
"# 02361", "Partie de lion, moitié de poisson, 100% cool."
"# 02362", "Fontaine de poisson"
